Código;Código Generico Centro;Nombre Centro;Area Territorial;Titularidad;Tel;Fax;Web;E-Mail;Provincia;Municipio;Localidad;Código Postal;Dirección;Número
28013590;CPR INF-PRI-SEC;RAFAELA YBARRA;Madrid-Capital;Privado Concertado;915691205;915608041;http://www.educa.madrid.org/cc.rafaelaybarra.madrid;cc.rafaelaybarra.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;AVENIDA  DE RAFAELA YBARRA;73
28013607;CPR INF-PRI-SEC;RAIMUNDO LULIO;Madrid-Capital;Privado Concertado;914781997;914789043;http://www.educa.madrid.org/cc.raimundolulio.madrid;cc.raimundolulio.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;AVENIDA  DE SAN DIEGO;63
28013701;CPR INF-PRI;SAGRADA FAMILIA;Madrid-Capital;Privado Concertado;915736516;915736516;;cc.sagradafamilia-salamanca.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28028;CALLE  DE EDUARDO AUNOS;32
28013723;CPR INF-PRI-SEC;SAGRADA FAMILIA;Madrid-Capital;Privado Concertado;913559055;913559002;http://www.educa.madrid.org/cc.sagradafamilia.madrid;cc.sagradafamilia.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28028;CALLE  DE JORGE JUAN;165
28013759;CPR INF-PRI-SEC;SAGRADA FAMILIA DE URGEL;Madrid-Capital;Privado Concertado;913031032;913031029;http://www.educa.madrid.org/cc.sgdafamilia.madrid;cc.sgdafamilia.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;AVENIDA  DE PALOMERAS;88
28013772;CPR INF-PRI-SEC;SAGRADO CORAZON;Madrid-Capital;Privado Concertado;914765112;914755196;http://www.educa.madrid.org/cc.sagradocorazon.madrid;cc.sagradocorazon.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;PASEO  DE SANTA MARÍA DE LA CABEZA;115
28013784;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Madrid-Capital;Privado Concertado;915490358;915499177;http://www.educa.madrid.org/cc.scorazonferraz.madrid;cc.scorazonferraz.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28008;CALLE  DE FERRAZ;63
28013802;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Madrid-Capital;Privado Concertado;915511655;915515018;http://www.educa.madrid.org/cc.scorazondejesus-retiro.madrid;cc.scorazondejesus-retiro.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE VALDERRIBAS;2
28013826;CPR INF-PRI;SAGRADOS CORAZONES;Madrid-Capital;Privado Concertado;913172526;913172526;http://www.educa.madrid.org/cc.sgdoscorazones.madrid;cc.sgdoscorazones.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28041;CALLE  DE PAN Y TOROS;45
28013838;CPR INF-PRI-SEC;PARAISO SAGRADOS CORAZONES;Madrid-Capital;Privado Concertado;913441693;913440892;http://www.educa.madrid.org/cc.paraisosagradoscorazones.madrid;cc.paraisosagradoscorazones.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28036;CALLE  DEL PADRE DAMIÁN;34
28013851;CPR INF-PRI-SEC;LA SALLE-SAN RAFAEL;Madrid-Capital;Privado Concertado;915447395;915432703;http://www.educa.madrid.org/cc.lasallesanrafael.madrid;cc.lasallesanrafael.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28015;CALLE  DE FERNANDO EL CATÓLICO;49
28013863;CPR INF-PRI-SEC;LA SALLE;Madrid-Capital;Privado Concertado;917050011;91 7058368;http://www.educa.madrid.org/cc.lasalle.madrid;cc.lasalle.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28044;CALLE  DEL GENERAL ROMERO BASART;50
28013887;CPR INF-PRI-SEC;SAN ALFONSO;Madrid-Capital;Privado Concertado;915285705;915285703;http://www.educa.madrid.org/cc.sanalfonso.madrid;cc.sanalfonso.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28012;CALLE  DEL MESÓN DE PAREDES;78
28013942;CPR INF-PRI-SEC;SANTA CRISTINA;Madrid-Capital;Privado;913592604;913590392;;colegiosantacristina@gmail.com;MADRID;MADRID;MADRID;28016;AVENIDA  DEL COMANDANTE FRANCO;8-10
28013966;CPR INF-PRI;SAN FERMIN;Madrid-Capital;Privado Concertado;917920535;917920535;http://www.educa.madrid.org/cc.sanfermin.madrid;cc.sanfermin.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28041;CALLE  DE LA ESTAFETA;17
28013991;CPR INF-PRI-SEC;SAN FRANCISCO DE ASIS;Madrid-Capital;Privado Concertado;915634404;915611239;http://www.educa.madrid.org/cc.sanfranciscodeasis.madrid;cc.sanfranciscodeasis.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DE LA MADRE CARMEN DEL NIÑO JESÚS;7
28014065;CPR INF-PRI-SEC;SAN JOSE;Madrid-Capital;Privado Concertado;913035747;913035745;http://www.educa.madrid.org/cc.sjose.madrid;cc.sjose.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;CALLE  DE PEDRO ESCUDERO;21-23
28014119;CPR INF-PRI-SEC;SAN JOSE DEL PARQUE;Madrid-Capital;Privado;913000058;913885454;;sjpm12@planalfa.es;MADRID;MADRID;MADRID;28043;AVENIDA  DE CHAMPAGNAT;2
28014193;CPR INF-PRI-SEC;SAN MIGUEL ARCANGEL;Madrid-Capital;Privado Concertado;914640050;914702451;http://www.educa.madrid.org/cc.sanmiguelarcangel.madrid;cc.sanmiguelarcangel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;CALLE  DE REPULLÉS Y VARGAS;11
28014223;CPR INF-PRI;SAN PATRICIO;Madrid-Capital;Privado;915638420;915638946;http://www.educa.madrid.org/cpr.sanpatricio-serrano.madrid;infoserrano@colegiosanpatricio.com;MADRID;MADRID;MADRID;28002;CALLE  DE SERRANO;200
28014235;CPR INF-PRI-SEC;SAN PEDRO;Madrid-Capital;Privado Concertado;917979551;917979551;http://www.educa.madrid.org/cc.sanpedro.madrid;cc.sanpedro.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28021;CALLE  DE JOSÉ DEL PINO;53
28014363;CPR INF-PRI-SEC;SANTA CATALINA DE SENA;Madrid-Capital;Privado Concertado;913595605;913452335;http://www.educa.madrid.org/cc.santacatalinasena.madrid;cc.santacatalinasena.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28016;AVENIDA  DE ALFONSO XIII;160
28014387;CPR INF-PRI-SEC;SANTA CRISTINA;Madrid-Capital;Privado Concertado;914640482;915264927;http://www.educa.madrid.org/cc.santacristina.madrid;cc.santacristina.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;AVENIDA  DE PORTUGAL;67-69
28014417;CPR INF-PRI-SEC;SANTA FRANCISCA JAVIER CABRINI;Madrid-Capital;Privado Concertado;913002513;913889463;http://www.educa.madrid.org/cc.cabrini.madrid;cc.cabrini.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28043;CALLE  DE SANTA FRANCISCA JAVIER CABRINI;2
28014454;CPR INF-PRI-SEC;SANTA ISABEL;Madrid-Capital;Privado Concertado;913100916;913194281;http://www.educa.madrid.org/cc.santaisabel.madrid;cc.santaisabel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28004;CALLE  DE HORTALEZA;77
28014478;CPR INF-PRI-SEC;FUNDACION SANTAMARCA;Madrid-Capital;Privado Concertado;914158640;914159740;http://www.educa.madrid.org/cc.fundacionsantamarca.madrid;cc.fundacionsantamarca.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DE MARCENADO;50
28014491;CPR INF-PRI-SEC;SANTA MARIA DEL BOSQUE;Madrid-Capital;Privado Concertado;915250000;915250899;http://www.educa.madrid.org/cc.smbosque.madrid;cc.smbosque.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE LA GAVIOTA;14
28014508;CPR INF-PRI-SEC;SANTA MARIA DEL CARMEN;Madrid-Capital;Privado Concertado;913774569;913671792;http://www.educa.madrid.org/cc.smcarmen.madrid;cc.smcarmen.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE LOS MISTERIOS;38
28014511;CPR INF-PRI-SEC;SANTA MARIA DE LOS ROSALES;Madrid-Capital;Privado;913070440;;;javiervalle@colegiorosales.com;MADRID;MADRID;MADRID;28023;CALLE  DE LA VIRGEN DE LOS ROSALES;1
28014533;CPR INF-PRI-SEC;SANTA RITA;Madrid-Capital;Privado Concertado;914628683;914618210;http://www.educa.madrid.org/cc.santarita.madrid;cc.santarita.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE EUGENIA DE MONTIJO;53
28014570;CPR INF-PRI-SEC;SAN GABRIEL;Madrid-Capital;Privado Concertado;914665121;914617026;http://www.educa.madrid.org/cc.sangabriel.madrid;cc.sangabriel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DE EUGENIA DE MONTIJO;92
28014612;CPR INF-PRI-SEC;SANTO ANGEL;Madrid-Capital;Privado;917721100;917732675;;info@colegiosantoangel.com;MADRID;MADRID;MADRID;28030;CALLE  DEL ARROYO FONTARRÓN;209
28014648;CPR INF-PRI-SEC;SANTO DOMINGO;Madrid-Capital;Privado Concertado;915332420;915536814;http://www.educa.madrid.org/cc.santodomingo.madrid;cc.santodomingo.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28003;GLORIETA  DEL PRESIDENTE GARCÍA MORENO;3
28014685;CPR INF-PRI-SEC;COLEGIO SENARA;Madrid-Capital;Privado Concertado;913016070;913016075;http://www.educa.madrid.org/cc.senara.madrid;cc.senara.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28030;AVENIDA  DE MORATALAZ;178
28014867;CPR INF-PRI-SEC;VEDRUNA;Madrid-Capital;Privado Concertado;914650109;915257505;http://www.educa.madrid.org/cc.vedruna-carabanchel.madrid;cc.vedruna-carabanchel.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28025;CALLE  DEL ESPINAR;41
28014958;CPR INF-PRI-SEC;VIRGEN DE MIRASIERRA;Madrid-Capital;Privado Concertado;917387300;917399195;http://www.educa.madrid.org/cc.virgendemirasierra.madrid;cc.virgendemirasierra.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28034;CALLE  DE LA MASO;103
28015033;CPR INF-PRI-SEC;SAN PEDRO APOSTOL;Madrid-Capital;Privado Concertado;913055605;913055605;http://www.educa.madrid.org/cc.sanpedroapostol.madrid;cc.sanpedroapostol.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28042;PLAZA  DEL JUBILADO;7
28015094;CPR INF-PRI-SEC;CENTRO CULTURAL ELFO;Madrid-Capital;Privado Concertado;913673653;91 4081287;http://www.educa.madrid.org/cc.elfo.madrid;cc.elfo.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DEL ELFO;74
28015100;CPR INF-PRI-SEC;STELLA MARIS;Madrid-Capital;Privado Concertado;913672004;913672002;http://www.educa.madrid.org/cc.stellamaris.madrid;cc.stellamaris.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE ARTURO SORIA;71
28015124;CPR INF-PRI-SEC;SANTA MARIA DEL CAMINO;Madrid-Capital;Privado;913161347;913737986;;smcamino@terra.es;MADRID;MADRID;MADRID;28035;CALLE  DE PEGUERINOS;13
28015136;CPR INF-PRI-SEC;SAN DIEGO Y SAN VICENTE;Madrid-Capital;Privado Concertado;913082030;913083832;http://www.educa.madrid.org/cc.sandiego.madrid;cc.sandiego.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28010;PASEO  DE EDUARDO DATO;4
28015148;CPR INF-PRI-SEC;CLARET;Madrid-Capital;Privado Concertado;914152154;914167092;http://www.educa.madrid.org/cc.claret.madrid;cc.claret.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DE CORAZÓN DE MARÍA;1
28015291;CPR INF-PRI-SEC;LICEO IBERICO;Madrid-Capital;Privado Concertado;915691725;915691725;http://www.educa.madrid.org/cc.liceoiberico.madrid;cc.liceoiberico.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28019;CALLE  DE ANTONIO VICENT;58
28015392;CPR INF-PRI-SEC;AGRUPACION ESCOLAR EUROPA;Madrid-Capital;Privado Concertado;917955158;7968513;http://www.educa.madrid.org/cc.aeeuropa.madrid;cc.aeeuropa.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28021;CALLE  DE MIGUEL SOLAS;12
28015471;CPR INF-PRI-SEC;SAN AGUSTIN;Madrid-Capital;Privado Concertado;914589620;913441271;http://www.educa.madrid.org/cc.sanagustin.madrid;cc.sanagustin.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28036;CALLE  DEL PADRE DAMIÁN;18
28015495;CPR INF-PRI-SEC;VALDELUZ;Madrid-Capital;Privado Concertado;913780099;917387975;http://www.educa.madrid.org/cc.valdeluz.madrid;cc.valdeluz.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28034;CALLE  DE FERMÍN CABALLERO;53
28015537;CPR INF-PRI;CUMBRE-OXFORD;Madrid-Capital;Privado Concertado;915075753;915075753;;cc.cumbre-oxford.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28018;CALLE  DE BUENDÍA;50-52
28015550;CPR INF-PRI-SEC;AZORIN;Madrid-Capital;Privado Concertado;913821720;917630722;http://www.educa.madrid.org/cc.azorin.madrid;cc.azorin.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28033;CALLE  DE ARZÚA;28
28015562;CPR INF-PRI-SEC;NTRA. SRA. DE LA PROVIDENCIA;Madrid-Capital;Privado Concertado;914753009;91.500.22.39;http://www.educa.madrid.org/cc.nsdelaprovidencia.madrid;cc.nsdelaprovidencia.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;CALLE  DE MONEDEROS;2
28015586;CPR INF-PRI-SEC;NTRA. SRA. DE LA ESTRELLA;Madrid-Capital;Privado Concertado;914372234;914399551;http://www.educa.madrid.org/cc.nsdelaestrella.madrid;cc.nsdelaestrella.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DEL CRUCERO BALEARES;1
28015653;CPR INF-PRI-SEC;OBISPO PERELLO;Madrid-Capital;Privado Concertado;914073600;914073547;http://www.educa.madrid.org/cc.obispoperello.madrid;cc.obispoperello.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE LA VIRGEN DEL SAGRARIO;22
28015847;CPR INF-PRI-SEC;EL CID;Madrid-Capital;Privado Concertado;917760262;917760262;http://www.educa.madrid.org/cc.elcid.madrid;cc.elcid.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28032;CALLE  DE SAN CIPRIANO;34
28015902;CPR INF-PRI-SEC;DIVINA PASTORA;Madrid-Capital;Privado Concertado;915341012;91 5538504;http://www.educa.madrid.org/cc.dpastora.madrid;cc.dpastora.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28003;CALLE  DE SANTA ENGRACIA;142
28015987;CPR INF-PRI-SEC;INMACULADA CONCEPCION;Madrid-Capital;Privado Concertado;914314420;915782934;http://www.educa.madrid.org/cc.inmaculadaconcepcion.madrid;cc.inmaculadaconcepcion.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28001;CALLE  DEL GENERAL DÍAZ PORLIER;25
28016219;CPR INF;LOS LAPAZARES;Madrid-Capital;Privado;914775906;;;lapazares@materdem.es;MADRID;MADRID;MADRID;28053;CALLE  DE ANTONIO DURÁN TOVAR;6
28016256;CPR INF-PRI-SEC;REINADO DEL CORAZON DE JESUS;Madrid-Capital;Privado Concertado;915517462;915517939;http://www.educa.madrid.org/cc.reinadodelcorazondejesus.madrid;cc.reinadodelcorazondejesus.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DE WALÍA;19
28016268;CPR INF-PRI-SEC;SAGRADO CORAZON;Madrid-Capital;Privado Concertado;913653604;913540217;http://www.educa.madrid.org/cc.scorazoncentro.madrid;cc.scorazoncentro.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28005;CALLE  DE DON PEDRO;14
28016271;CPR INF-PRI-SEC;CENTRO CULTURAL SALMANTINO;Madrid-Capital;Privado Concertado;914786571;914789110;http://www.educa.madrid.org/cc.salmantino.madrid;cc.salmantino.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28053;CALLE  DEL PUERTO DE PAJARES;6
28016645;CPR INF-PRI-SEC;SAN ALBERTO MAGNO;Madrid-Capital;Privado Concertado;915693684;915651281;http://www.educa.madrid.org/cc.sanalbertomagno.madrid;cc.sanalbertomagno.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28019;TRAVESIA  DE IVÁN DE VARGAS;1
28016694;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Madrid-Capital;Privado Concertado;915765008;915772838;http://www.educa.madrid.org/cc.nsdeloreto.madrid;cc.nsdeloreto.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28001;CALLE  DEL PRÍNCIPE DE VERGARA;42
28016712;CPR INF-PRI-SEC;MATER PURISSIMA;Madrid-Capital;Privado Concertado;914758054;915001210;http://www.educa.madrid.org/cc.materpurissima.madrid;cc.materpurissima.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28026;CALLE  DE LA MADRE CÁNDIDA MARÍA DE JESÚS;4
28017182;CPR INF-PRI-SEC;SIGLO XXI;Madrid-Capital;Privado Concertado;914375000;914374493;http://www.educa.madrid.org/cc.sigloxxi.madrid;cc.sigloxxi.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28030;CALLE  DE LITUANIA;8
28017339;CPR INF-PRI;NEBRIJA-ROSALES;Madrid-Capital;Privado Concertado;914650315;;http://www.educa.madrid.org/cc.nebrijarosales.madrid;cc.nebrijarosales.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  DE CARLOS DOMINGO;10-12
28017431;CPR INF-SEC;VELAZQUEZ;Madrid-Capital;Privado;915616255;;www.colegiovelazquez.es;info@colegiovelazquez.es;MADRID;MADRID;MADRID;28002;CALLE  DE SERRANO;158
28017649;CPR INF-PRI-SEC;LICEO VERSALLES;Madrid-Capital;Privado Concertado;913325654;913323151;http://www.educa.madrid.org/cc.liceoversalles.madrid;cc.liceoversalles.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28031;CALLE  DEL PUERTO DE SOMOSIERRA;9
28017741;CPR INF-PRI-SEC;SAN JOSE;Madrid-Capital;Privado Concertado;915717414;915716433;http://www.educa.madrid.org/cc.sanjosetetuan.madrid;cc.sanjosetetuan.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28039;CALLE  DEL MARQUÉS DE VIANA;43
28017753;CPR INF-PRI-SEC;SAN JOSE;Madrid-Capital;Privado Concertado;913674075;913774618;http://www.educa.madrid.org/cc.sanjose.madrid;cc.sanjose.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28017;CALLE  DE EMILIO FERRARI;87
28017777;CPR INF-PRI;SANTA CRUZ;Madrid-Capital;Privado Concertado;913040609;913270590;http://www.educa.madrid.org/cc.santacruz.madrid;cc.santacruz.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28037;CALLE  DE MIGUEL FLETA;7
28017844;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Madrid-Capital;Privado Concertado;914502012;914504981;http://www.educa.madrid.org/cc.ntrasrapilar.madrid;cc.ntrasrapilar.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28039;CALLE  DE SÁNCHEZ PRECIADO;62
28017893;CPR INF-PRI-SEC;SAN MARTIN;Madrid-Capital;Privado Concertado;914390624;914300018;http://www.educa.madrid.org/cc.sanmartin.madrid;cc.sanmartin.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28030;AVENIDA  DEL DOCTOR GARCÍA TAPIA;106
28017996;CPR INF-PRI-SEC;PARQUE CONDE DE ORGAZ;Madrid-Capital;Privado;913001344;913884066;;info@montessori.es;MADRID;MADRID;MADRID;28043;CALLE  DE GREGORIO BENÍTEZ;23
28018061;CPR INF-PRI-SEC;AGORA;Madrid-Capital;Privado Concertado;917421891;917421813;http://www.educa.madrid.org/cc.agora.madrid;cc.agora.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DEL MARQUÉS DE PORTUGALETE;17
28018216;CPR INF;JESUS DIVINO OBRERO;Madrid-Capital;Privado Concertado;917064033;917058916;;eijdo@planalfa.es;MADRID;MADRID;MADRID;28044;CALLE  DEL GENERAL ROMERO BASART;s/n
28018711;CPR INF-PRI-SEC;SAN BERNARDO;Madrid-Capital;Privado Concertado;913666413;913642084;http://www.educa.madrid.org/cc.sanbernardo.madrid;cc.sanbernardo.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;AVENIDA  DEL MANZANARES;20
28018851;CPR INF-PRI-SEC;SANTA ILLA;Madrid-Capital;Privado;913590735;913594658;;santailla@santailla.com;MADRID;MADRID;MADRID;28016;CALLE  DE ROSA JARDÓN;9
28019038;CPR INF-PRI-SEC;ESTUDIO;Madrid-Capital;Privado;913079432;;http://www.educa.madrid.org/cpr.estudio.madrid;colegio@colegio-estudio.com;MADRID;MADRID;MADRID;28023;CALLE  DE JIMENA MENÉNDEZ PIDAL;11
28019142;CPR INF-PRI-SEC;CENTRO CULTURAL PALOMERAS;Madrid-Capital;Privado Concertado;917863865;917863865;http://www.educa.madrid.org/cc.centroculturalpalomeras.madrid;cc.centroculturalpalomeras.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28038;CALLE  DE LUIS MARÍN;s/n
28019270;CPR INF-PRI-SEC;LA INMACULADA;Madrid-Capital;Privado Concertado;917634509;917644191;http://www.educa.madrid.org/cc.lainmaculada.madrid;cc.lainmaculada.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28033;AVENIDA  DE LA VIRGEN DEL CARMEN;13
28019348;CPR INF-PRI-SEC;SANTA JOAQUINA DE VEDRUNA;Madrid-Capital;Privado Concertado;917340690;917344007;http://www.educa.madrid.org/cc.sjvedruna.madrid;cc.sjvedruna.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28034;TRAVESIA  DE COSTA BRAVA;3
28019592;CPR INF-PRI-SEC;NTRA. SRA. DE LOS DOLORES;Madrid-Capital;Privado Concertado;914718954;914719959;http://www.educa.madrid.org/cc.nsdolores.madrid;cc.nsdolores.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28019;CALLE  DEL TORDO;11
28019725;CPR INF-PRI-SEC;SAN RAMON Y SAN ANTONIO;Madrid-Capital;Privado Concertado;915637151;915637219;http://www.educa.madrid.org/cc.sanramonsanantonio.madrid;cc.sanramonsanantonio.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28002;CALLE  DE RODRÍGUEZ MARÍN;57
28019737;CPR INF-PRI-SEC;ALTAIR, COLEGIO INTERNACIONAL;Madrid-Capital;Privado;913596368;913507016;;secretaria@colegioaltair.com;MADRID;MADRID;MADRID;28036;CALLE  DE JOAQUÍN BAU;4
28019762;CPR INF-PRI-SEC;MARIA VIRGEN;Madrid-Capital;Privado Concertado;913440163;913440907;http://www.educa.madrid.org/cc.mariavirgen.madrid;cc.mariavirgen.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28036;CALLE  DEL PADRE DAMIÁN;20
28019828;CPR INF-PRI-SEC;AGUSTINIANO;Madrid-Capital;Privado Concertado;915740000;914096201;http://www.educa.madrid.org/cc.agustiniano.madrid;cc.agustiniano.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28007;CALLE  DEL PEZ AUSTRAL;13
28019981;CPR INF-PRI;CENTRO DE ESTUDIOS CASTILLA;Madrid-Capital;Privado Concertado;914684967;915060720;http://www.educa.madrid.org/cc.cecastilla.madrid;cc.cecastilla.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28012;CALLE  DEL OSO;23
28020041;CPR INF-PRI;LA SALLE-LA PALOMA-FUNDACION LARA;Madrid-Capital;Privado Concertado;913641082;913651428;http://www.educa.madrid.org/cc.nspaloma.madrid;cc.nspaloma.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28005;CALLE  DE LA PALOMA;21
28020077;CPR INF-PRI-SEC;BRISTOL;Madrid-Capital;Privado;917428687;917418207;;bristol@afuera.com;MADRID;MADRID;MADRID;28042;CALLE  DE ENRIQUE DE PRADA;1
28020107;CPR INF-PRI-SEC;SAGRADO CORAZON;Madrid-Capital;Privado Concertado;917340218;913720028;http://www.educa.madrid.org/cc.scorazon-fuencarral.madrid;cc.scorazon-fuencarral.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28034;PLAZA  DE LA MADRE MARÍA ANA MOGAS;12
28020120;CPR INF-PRI-SEC;CHAMBERI;Madrid-Capital;Privado Concertado;914456250;915941380;http://www.educa.madrid.org/cc.chamberi.madrid;cc.chamberi.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28010;CALLE  DE RAFAEL CALVO;12
28020156;CPR INF-PRI-SEC;CASA DE LA VIRGEN;Madrid-Capital;Privado Concertado;914041788;913269087;http://www.educa.madrid.org/cc.casadelavirgen.madrid;cc.casadelavirgen.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28027;CALLE  DE LA VIRGEN DEL VAL;1
28020171;CPR INF-PRI-SEC;SAN JOSE-LUCERO;Madrid-Capital;Privado Concertado;914647203;914647203;http://www.educa.madrid.org/cc.sanjoselucero.madrid;cc.sanjoselucero.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28047;CALLE  DEL PALMÍPEDO;12
28020235;CPR INF-PRI-SEC;LOURDES;Madrid-Capital;Privado Concertado;915180358;915184820;http://www.educa.madrid.org/cc.lourdes.madrid;cc.lourdes.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28011;CALLE  DE SAN ROBERTO;8
28020272;CPR INF-PRI-SEC;MATER SALVATORIS;Madrid-Capital;Privado;913071243;913571595;;secretaria@matersalvatoris.org;MADRID;MADRID;MADRID;28023;CARRETERA ;9
28020417;CPR INF-PRI-SEC;SANTA MARIA DEL YERMO;Madrid-Capital;Privado Concertado;915492917;915499326;http://www.educa.madrid.org/cc.yermo.madrid;cc.yermo.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28003;CALLE  DE GAZTAMBIDE;91
28020429;CPR INF-PRI-SEC;MARIA AUXILIADORA;Madrid-Capital;Privado Concertado;913110750;913110462;http://www.educa.madrid.org/cc.mariaauxiliadora.madrid;cc.mariaauxiliadora.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28039;CALLE  DE VILLAAMIL;18
28021100;CPR INF-PRI-SEC;COLEGIO EUROPEO ALMAZAN;Madrid-Capital;Privado;913020706;913020706;;info@europeoalmazan.com;MADRID;MADRID;MADRID;28033;CALLE  DE MESENA;101
28021665;CPR INF;LA ANUNCIATA;Madrid-Capital;Privado Concertado;917173838;917180338;;eilaanunciata@planalfa.es;MADRID;MADRID;MADRID;28047;CALLE  DE CAMARENA;55
28021690;CPR INF-PRI-SEC;BERNADETTE;Madrid-Capital;Privado Concertado;913071146;913070494;http://www.educa.madrid.org/cc.bernadette.madrid;cc.bernadette.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28023;CALLE  DE SANTA BERNARDITA;1
28021902;CPR INF-PRI-SEC;LA INMACULADA;Madrid-Capital;Privado Concertado;914500608;914597867;http://www.educa.madrid.org/cc.lainmaculada-moncloa.madrid;cc.lainmaculada-moncloa.madrid@educa.madrid.org;MADRID;MADRID;MADRID;28035;CALLE  DE NAVALPERAL;9
28021975;CPR INF-PRI;MIRASOL;Madrid-Capital;Privado;917386100;917382088;;manuelovidio@yahoo.es;MADRID;MADRID;MADRID;28034;CALLE  DE PEÑA DORADA;4
